Fiscal Year,Employer,Total Approval,NAICS
2022,CABWORKS CUSTOM ELEVATORS INC,9,54
2022,CAC AUTO GROUP LLC,145,44
2022,CAC AUTO GROUP LLC IL,5,44
2022,CAC GLOBAL INC,7,32
2022,CAC INDUSTRIES INC,2,54
2022,CACHE EMPLOYMENT SERVICES LLC,16,56
2022,CACHE FINANCIALS INC,17,52
2022,CACHE GLOBAL LLC,8,99
2022,CACI INC-FEDERAL,15,54
2022,CACTUS LAND COMPANY LLC,36,53
2022,CADAPULT LTD,3,99
2022,CADENCE DESIGN SYSTEMS INC,275,33
2022,CADENCE GROUP INC DBA PERCENT TECH,25,52
2022,CADENCE MCSHANE CONSTRUCTION COMPANY LLC,8,23
2022,CADENCE SCIENCE INC,53,33
2022,CADENCE TRANSLATE INC DBA CADENCE,44,54
2022,CADILLAC CASTING INC,30,33
2022,CADMIUM TECHNOLOGIES LLC,18,54
2022,CAE HEALTHCARE INC,16,33
2022,CAE INTEGRATED LLC,5,42
2022,CAE SIMUFLITE INC,16,54
2022,CAE TECHNOLOGY SERVICES INC,418,54
2022,CAELIUS CONSULTING INC,38,54
2022,CAESARS ENTERPRISE SERVICES LLC,16,72
2022,CAGLE CONSULTING LLC DBA ON POINTE PARTNERS,13,54
2022,CAHILL GORDON REINDEL LLP,6,54
2022,CAIRO DIAGNOSTICS LLC,65,62
2022,CAJAL NEUROSCIENCE INC,33,54
2022,CAKE CORPORATION,15,54
2022,CAL ENGINEERING SOLUTIONS INC,13,54
2022,CAL LAND ENGINEERING AND ASSOCIATES INC,36,54
2022,CAL MARKETING & PROMOTION GROUP INC,8,54
2022,CAL ROYAL PRODUCTS INC,25,33
2022,CALA HEALTH INC,44,33
2022,CALCASIEU PARISH SCHOOL BOARD,7476,61
2022,CALCULI CORPORATION,7,54
2022,CALDER BIOSCIENCES INC,36,54
2022,CALDWELL SUTTER CAPITAL INC,14,52
2022,CALERES INC,8,31
2022,CALERIE HEALTH HOLDING LLC DBA CALERIE LLC,13,45
2022,CALHOUN COUNTY SCHOOL DISTRICT,11,61
2022,CALIBER ADVISORS INC,15,54
2022,"CALIBER BUSINESS SYSTEMS, INC.",4,54
2022,CALIBER HOLDINGS CORPORATION,19,81
2022,CALIBER IT SOLUTIONS INC,75,54
2022,CALIBRATE HEALTH INC,2,62
2022,CALIBRE CPA GROUP PLLC,32,54
2022,CALIBRE SYSTEMS INC,7,54
2022,CALICO ENERGY INC,6,54
2022,CALIFORNIA ACADEMY OF SCIENCES,29,71
2022,CALIFORNIA BAPTIST UNIVERSITY,19,61
2022,CALIFORNIA CLINIC MANAGEMENT LLC,18,81
2022,CALIFORNIA CREATIVE SOLUTIONS INC,142,54
2022,CALIFORNIA DEPARTMENT OF PUBLIC HEALTH,9,92
2022,CALIFORNIA DEPT OF TRANSPORTATION,79,23
2022,CALIFORNIA ENERGY DESIGNS INC,7,54
2022,CALIFORNIA HOUSING FINANCE AGENCY,2,52
2022,CALIFORNIA INDEPENDENT SYSTEM OPER,92,22
2022,CALIFORNIA INSTITUTE OF THE ARTS,11,61
2022,CALIFORNIA OLIVE RANCH,12,31
2022,CALIFORNIA PACIFIC TECHNICAL SERVICES LLC,55,23
2022,CALIFORNIA PAN ETHNIC HEALTH NETWORK,245,81
2022,CALIFORNIA RAIL BUILDERS LLC,21,23
2022,CALIFORNIA RESOURCES CORPORATION,3,21
2022,CALIFORNIA SCIENCE & TECH UNIV,3,61
2022,CALIFORNIA SOFTTECH INC,15,54
2022,CALIFORNIA SPECTRUM CARE INC,24,62
2022,CALIFORNIA SPORTS PHYSICAL THERAPY,18,62
2022,CALIFORNIA STEEL INDUSTRIES INC,17,33
2022,CALIPER CORPORATION,16,54
2022,CALIPER LIFE SCIENCES INC,45,33
2022,CALISTO CORP,103,54
2022,CALIX INC,147,33
2022,CALLAHAN INC,4,23
2022,CALLAWAY GOLF SALES COMPANY,28,33
2022,CALLISTO MEDIA INC,326,51
2022,CALLITY INC,1,54
2022,CALLON PETROLEUM COMPANY,8,21
2022,CALLPOD INC DBA KEEPER SECURITY INC,7,54
2022,CALM INC,8,54
2022,CALPHIN SWIM ACADEMY DBA CALPHIN A,14,71
2022,CALPINE CORPORATION,40,22
2022,CALPION INC,5,54
2022,CALSOFT LABS INC DBA ACL DIGITAL,17,54
2022,CALSOFT PRIVATE LTD,11,51
2022,CALSTART INC,15,54
2022,CALTEK SOLUTIONS INC,13,54
2022,CALVERT RESEARCH AND MANAGEMENT,7,52
2022,CALYPSO SOFT INC,95,54
2022,CALYPSO WAY INC,16,56
2022,CAMARENA HEALTH,30,62
2022,CAMBAY CONSULTING LLC,64,54
2022,CAMBER COLLECTIVE LLC,56,54
2022,CAMBER SPINE TECHNOLOGIES LLC,7,33
2022,CAMBIA HEALTH SOLUTIONS INC,14,52
2022,CAMBIUM NETWORKS INC,8,81
2022,CAMBREX HIGH POINT INC,36,32
2022,CAMBRIA COMPANY LLC,19,32
2022,CAMBRIA SOLUTIONS INC,5,54
2022,CAMBRIAN BIOPHARMA INC,20,32
2022,CAMBRIDGE CONSULTANTS INC,21,54
2022,CAMBRIDGE CROPS INC DBA MORI,19,54
2022,CAMBRIDGE INTERNATIONAL REALTY LLC,23,53
2022,CAMBRIDGE MOBILE TELEMATICS INC,41,51
2022,CAMBRIDGE PUBLIC HEALTH COMMISSION,86,62
2022,CAMBRIDGE SYSTEMATICS INC,31,54
2022,CAMBRIDGE TECHNOLOGY INC,36,54
2022,CAMCARE HEALTH CORP,6,62
2022,CAMDEN CLARK PHYSICIAN CORP INC,10,62
2022,CAMERA NEWS INC DBA THIRD WORLD NEWSREEL,15,51
2022,CAMERON INTERNATIONAL CORPORATION,39,33
2022,CAMERON LNG,4,22
2022,CAMERON REGIONAL MEDICAL CENTER,19,62
2022,CAMP CHAMPIONS TX LLC,77,72
2022,CAMP PROFILES LLC DBA 829 STUDIOS,17,54
2022,CAMPAIGN REGISTRY INC,8,51
2022,CAMPBELL TAYLOR WASHBURN,5,54
2022,CAMPBELL VELTRI & CLARK PLC,15,54
2022,CAMPBELLSVILLE UNIVERSITY INC,14,61
2022,CAMPFIRE INTERACTIVE INC,22,54
2022,CAMPTRA TECHNOLOGIES LLC,8,54
2022,CAMPUS CHILD CARE INC,12,62
2022,CAMPUS ELECTION ENGAGEMENT PROJECT,2,99
2022,CAMUNDA INC,3,54
2022,CAN MOBILITIES INC,5,54
2022,CANA TECHNOLOGY INC,17,54
2022,CANACCORD GENUITY LLC,47,52
2022,CANADA FRANCE HAWAII TELESCOPE CORPORATION,8,54
2022,CANADIAN IMPERIAL HOLDINGS INC,3,52
2022,CANADIAN SOLAR USA ENERGY CORP,56,23
2022,CANADIAN VALLEY ELECTRIC COOPERATI,25,22
2022,CANAL INC,17,54
2022,CANARY CONNECT INC,6,54
2022,CANARY MEDICAL USA LLC,5,99
2022,CANBIS LLC,4,23
2022,CANDEL THERAPEUTICS INC,20,54
2022,CANDEO COUNSELING CENTER INC,16,62
2022,CANDID,11,81
2022,CANDLE MEDIA LLC,6,54
2022,CANDLER ROAD DENTAL PC DBA FRANKLIN DENTAL,56,62
2022,CANDOR PS LLC,19,54
2022,CANFIELD SCIENTIFIC INC,3,33
2022,CANGENE BIOPHARMA LLC,14,32
2022,CANINE REHABILITATION INST INC,20,54
2022,CANOESYS INC,279,54
2022,CANON MEDICAL RESEARCH USA INC,10,54
2022,CANONICAL USA INC,12,51
2022,CANOO TECHNOLOGIES INC,120,33
2022,CANOPY ONE SOLUTIONS INC,14,54
2022,CANTALOUPE INC FORMERLY USA TECHS,7,52
2022,CANTINA CONSULTING INC,8,54
2022,CANY ARCHITECTURE ENGINEERING DPC,25,54
2022,CANYON CONSULTING ENGINEERS LLC,13,54
2022,CANYON PARTNERS LLC,7,52
2022,CAPCHASE INC,25,52
2022,CAPCO CONSULTING SERVICES LLC,15,54
2022,CAPE COD HOSPITAL INC SUBSIDIARY O,577,62
2022,CAPE FEAR CARDIOLOGY ASSO P A,7,62
2022,CAPESPAN NORTH AMERICA LLC,10,42
2022,CAPGEMINI AMERICA INC,5,54
2022,CAPITAL 6 LLC,26,52
2022,CAPITAL AREA RENAL ASSO P C,6,62
2022,CAPITAL CITY VIEW HOMES LLC DBA OCTAVE BUILT,8,23
2022,CAPITAL COMMUNICATIONS GROUP INC,7,54
2022,CAPITAL FARM CREDIT FLCA,16,52
2022,CAPITAL GROUP COMPANIES GLOBAL,92,52
2022,CAPITAL HEALTHCARE PC,16,62
2022,CAPITAL INFOTECH INC,34,54
2022,CAPITAL IT SOLUTIONS INC,7,54
2022,CAPITAL METROPOLITAN TRANSPORTATIO,72,48
2022,CAPITAL ONE NATIONAL ASSOCIATION,137,52
2022,CAPITAL PROJECT MANAGEMENT INC,11,54
2022,CAPITAL REGION MEDICAL CENTER,29,62
2022,CAPITAL RESEARCH AND MANAGEMENT COMPANY CRMC,62,52
2022,CAPITAL UNIVERSITY,22,61
2022,CAPITAL WEALTH ADVISORS LTD,7,52
2022,CAPITALIZE MONEY INC,10,54
2022,CAPITALOGIX LLC,50,54
2022,CAPITIS SOLUTIONS INC,23,54
2022,CAPITOL HILL GROUP,8,52
2022,CAPITOL STRATEGIES CONSULTING INC,6,54
2022,CAPITOLIS INC,16,54
2022,CAPLAN AND COLAKU ARCHITECTURE DPC,45,54
2022,CAPODAGLI PROPERTY COMPANY LLC,18,53
2022,CAPRICO BIOTECHNOLOGIES INC,12,54
2022,CAPRICORN ADVISERS LLC,17,52
2022,CAPRICORN SYSTEMS INC,2,54
2022,CAPRUS IT INC,83,54
2022,CAPSEN ROBOTICS INC,7,54
2022,CAPSIDA BIOTHERAPEUTICS INC,7,54
2022,CAPSIGEN INC,9,99
2022,CAPSTONE INVESTMENT ADVISORS LLC,95,52
2022,CAPSTONE LOGISTICS LLC,9,54
2022,CAPSTONE REAL ESTATE GROUP INC,11,53
2022,CAPSTONEUSA LLC,30,54
2022,CAPTION HEALTH INC,11,51
2022,"CAPTION MANAGEMENT, LLC",17,52
2022,CAPTIVE-AIRE SYSTEMS INC,13,33
2022,CAPULA INVESTMENT US LP,29,52
2022,CAPVISION ELITE US LIMITED,23,51
2022,CAR IQ INC,11,51
2022,CAR SOUND EXHAUST SYSTEMS INC D/B/A MAGNAFLOW,5,33
2022,CARA VETERINARY PRACTICE WA PLLC,27,54
2022,CARAVAN INGREDIENTS INC D B A CORBION,45,54
2022,CARBICE CORPORATION,8,54
2022,CARBITEX INC,65,31
2022,CARBON ARC CORPORATION,22,54
2022,CARCIONE TECHNOLOGIES CORP,21,54
2022,CARDINAL CONCRETE CORPORATION,13,23
2022,CARDINAL GLASS INDUSTRIES INC,38,32
2022,CARDINAL GOBBONS HIGH SCHOOL,564,61
2022,CARDINAL HOLDINGS LLC,5,54
2022,CARDINAL PEAK LLC,63,54
2022,CARDINAL SELLING SERVICES LLC,9,56
2022,CARDIOFOCUS INC,4,99
2022,CARDIOLOGY P C,7,62
2022,CARDIONET LLC,20,42
2022,CARDIOVASCULAR CENTER AT TUFTS MED,4,62
2022,CARDIOVASCULAR HEALTH CLINIC PLLC,7,62
2022,CARDLYTICS INC,44,54
2022,CARDTRONICS USA INC,26,54
2022,CARDUS INC,18,54
2022,CARE,15,81
2022,CARE DISCOUNT PHARMACY,6,44
2022,CARE EVERYWHERE LLC,19,54
2022,CARE IT SERVICES INC,40,54
2022,CARE ONE AT MADISON AVENUE LLC,34,62
2022,CARE REHAB PT P C,36,62
2022,CARE STACK INC,17,62
2022,CARE STAT INC D/B/A CAREREV,16,51
2022,CAREDX INC,27,62
2022,CAREMARK LLC,395,44
2022,CAREOPERATIVE LLC,21,54
2022,CAREOREGON INC,9,81
2022,CAREPREDICT INC,17,54
2022,CARERX LLC DBA LINDEN RETAIL SPECIALTY PHARMACY,5,44
2022,CARESTL HEALTH,41,62
2022,CARESTREAM HEALTH INC,19,54
2022,CAREWELL AT PISTACHIO LLC,16,62
2022,CAREY ASSET MANAGEMENT CORP,7,53
2022,CARGILL INCORPORATED,71,52
2022,CARGOMETRICS TECHNOLOGIES INC,72,54
2022,CARHARTT INC,7,31
2022,CARILION MEDICAL CENTER,20,62
2022,CARILION SERVICES INC,17,56
2022,CARILOOP INC,13,62
2022,CARINA MEDICAL LLC,22,54
2022,CARISAM SAMUEL MEISEL INC,2,42
2022,CARL ZEISS MEDITEC INC,2278,33
2022,CARLE HEALTH CARE INC D/B/A CARLE,14,62
2022,CARLETON COLLEGE,20,61
2022,CARLEX GLASS AMERICA LLC,10,32
2022,CARLINVILLE AREA HOSPITAL ASSOCIATION,6,62
2022,CARLOHA INC,11,44
2022,CARLORATTIASSOCIATI INC,68,54
2022,CARLOS J ENTERPRISES LLC,11,56
2022,CARLSON BRIGANCE AND DOERING INC,4,54
2022,CARLSON BROS INC,34,23
2022,CARMAN SOLUTIONS GROUP INC,16,54
2022,CARMAX AUTO SUPERSTORES SVCS INC,23,44
2022,CARMERA INC,41,54
2022,CARMICHAEL LYNCH INC,8,54
2022,"CARMINE THERAPEUTICS, INC.",6,54
2022,CARNAHAN PROCTOR & CROSS INC,2,54
2022,CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE,30,92
2022,CARNEGIE INFOTECH INC,17,54
2022,CARNEGIE INSTITUTION FOR SCIENCE,22,54
2022,CARNEGIE LEARNING INC,18,54
2022,CARNEGIE PHARMACEUTICALS LLC,12,32
2022,CARNEGIE SOFTWARE CORPORATION,13,54
2022,CARNIVAL CORPORATION,72,48
2022,CARO HOME LLC,22,54
2022,CAROLINA CANNERS INC,7,31
2022,CAROLINA COMMONENTERPRISE,78,92
2022,CAROLINA CUMBERLAND OPERATOR,10,62
2022,CAROLINA DIABETES & KIDNEY CENTER LLC,14,62
2022,CAROLINA SMILE DENTISTRY LLC,44,62
2022,CAROLINA UNIV DBA PIEDMONT INTL UN,11,61
2022,CAROLINA VOYAGER CHARTER SCHOOL,116,61
2022,CAROLLO ENGINEERS INC,15,54
2022,CAROTEK INC,349,42
2022,CARPARTS COM INC,16,44
2022,CARPENTER MARTY  TRANSPORTATION INC,7,54
2022,CARPETCYCLE LLC,31,23
2022,CARRIER CORPORATION,7,33
2022,CARRIER JOHNSON INC,3,54
2022,CARRIS HEALTH LLC,10,62
2022,CARROLL COUNTY MEMORIAL HOSPITAL,32,62
2022,CARROLL COUNTY NEPHROLOGY P C,13,62
2022,CARROLL INSTITUTE,7,62
2022,CARROLL UNIVERSITY INC,101,61
2022,CARROLLTON REGIONAL MEDICAL CENTER,29,54
2022,CARROT INC,2,62
2022,CARROTHR INC,2,54
2022,CARRY INC,120,54
2022,CARS COM,8,44
2022,CARSARRIVE NETWORK INC,5,42
2022,CARSON NEWMAN UNIVERSITY,13,61
2022,CARTA HEALTHCARE INC,39,51
2022,CARTAYA AND ASSOCIATES ARCHITECTS,26,54
2022,CARTER CONTROL SYSS INC DBA CARTER,86,33
2022,CARTER G WOODSON SCHOOL INC,8,61
2022,CARTER LEDYARD MILBURN LLP,50,54
2022,CARTERA COMMERCE INC,8,54
2022,CARTESIAN INC,12,54
2022,"CARTHAGE AREA HOSPITAL, INC.",46,62
2022,CARTKEN INC,6,33
2022,CARVANA LOGISTICS LLC,13,44
2022,CARY ANIMAL CARE PLLC DBA CAPITAL,3,54
2022,CASA DEL NINO BILLINGUAL MONTESSOR,10,61
2022,CASA SYSTEMS INC,26,33
2022,CASANOVA PUBLICIDAD LLC,3,54
2022,CASCADE INSIGHTS LLC,13,54
2022,CASCO INC,17,99
2022,CASENET LLC,10,51
2022,CASEPOINT LLC,18,54
2022,CASEYS RETAIL COMPANY D B A CASEYS,11,44
2022,CASHINFLOW CO,27,42
2022,CASHMAN DREDGING & MARINE CONTRACT,7,23
2022,CASMA THERAPEUTICS INC,21,54
2022,CASSIA NETWORKS INC,18,33
2022,CAST SOFTWARE INC,4,51
2022,"CASTELLAN LAW GROUP, APC",2,54
2022,CASTELLAN SOLUTIONS INC,41,51
2022,"CASTILLO ENGINEERING SERVICES, LLC",245,54
2022,CASTING NETWORKS LLC,17,99
2022,CASTLE GLOBAL INC,8,51
2022,CASTLE POINT LEARNING SYSTEMS CORP,13,61
2022,CASTLEBRIDGE CONSULTING LLC,25,54
2022,CASTLELAKE L P,21,52
2022,CASTLETON COMMODITIES MANAGEMENT SERVICES LLC,29,52
2022,CASTO MANAGEMENT SERVICES INC,12,53
2022,CATACHI CO DBA COMPLIANCE AI,5,99
2022,CATALANT TECHNOLOGIES INC,14,54
2022,CATALENT PHARMA SOLUTIONS,92,54
2022,CATALINA BUSINESS SOLUTIONS INC,79,54
2022,CATALINA MARKETING TECH SOLNS INC,24,54
2022,CATALIO CAPITAL MANAGEMENT LP,9,52
2022,CATALYST & CHEMICAL CONTAINERS LLC,4,53
2022,CATALYST BIOSCIENCES INC,135,99
2022,CATALYST CLINICAL RESEARCH LLC,3,54
2022,CATALYST CONSTRUCTION DBA CATCON,9,99
2022,CATALYST HOUSING GROUP LLC,5,53
2022,CATAPULT LLC,11,51
2022,CATAPULT SPORTS LLC,10,33
2022,CATCHPOINT SYSTEMS INC,41,54
2022,CATHEDRAL PLUMBING OF TEXAS LLC,13,23
2022,CATHEDRAL TRUSTEES INC,4,61
2022,CATHODIC PROTECTION SOLUTIONS LLC,19,99
2022,CATHOLIC DIOCESE OF JEFFERSON CITY (DBA DIOCESE OF JEFFERSON CITY),16,81
2022,CATHOLIC HEALTH SYSTEM INC,15,62
2022,CATHOLIC MEDICAL CENTER PHYSICIAN PRACTICE ASSOCIATES,18,62
2022,CATO S GENERAL ENGINEERING INC DBA,21,23
2022,CATON ANALYTICS LLC,7,54
2022,CATTERTON LATIN AMERICA MGMT CO,2,52
2022,CAULDWELL PHARMACY INC,23,44
2022,CAVALIER WORKFORCE INC,49,54
2022,CAVALRY PORTFOLIO SERVICES LLC,188,56
2022,CAVE CREEK UNIFIES SCHOOL DISTRICT NO 93,12,61
2022,CAVEONIX INC,28,54
2022,CAVISSON SYSTEMS INC,20,54
2022,CAVNUE LLC,15,48
2022,CAYAN LLC,21,52
2022,CAYUGA MED CENTER AT ITHACA INC,37,62
2022,CB NEPTUNE HOLDINGS LLC,8,54
2022,CB PAYMENTS INC,4,52
2022,CB REAL ESTATE LLC DBA THE BURNS &,51,53
2022,CB TECH SVCS CORP DBA CASTLEBAY CO,8,54
2022,CBC GROUP INC,21,42
2022,CBC GROUP LLC,7,54
2022,CBD INVESTMENT INC,5,53
2022,CBIZ ACCOUNTING TAX ADVISORY LLC,203,54
2022,CBIZ ACCOUNTING TAX ADVISORY OF SAN DIEGO LLC,10,54
2022,CBIZ ARC CONSULTING LLC,25,54
2022,CBIZ BENEFITS AND INSURANCE SERVICES INC,78,54
2022,CBIZ M&S CONSULTING SERVICES LLC,5,54
2022,CBIZ VALUATION GROUP LLC,8,54
2022,CBK AUTO MIAMI INC,4,42
2022,CBOE GLOBAL MARKETS INC,54,52
2022,CBRE INVESTMENT MANAGEMENT LLC,5,52
2022,CBS INTERACTIVE INC,54,51
2022,CBS STUDIOS INC,6,51
2022,CC MANAGEMENTCO LLC,4,22
2022,CCA CONSTRUCTION CONSULTING ASSOCIATES LLC,16,54
2022,CCC INTELLIGENT SOLUTIONS INC,104,51
2022,CCG OF SOUTH FL L L C,20,62
2022,CCL USA INC,10,33
2022,CCSI LLC DBA COMPLETE CORPORATE,182,54
2022,CCTV SUPPLY INC,20,51
2022,CD PHARMACY LLC DBA RED ROCK PHARMACY,24,44
2022,CDA COLLABORATIVE LEARNING PROJECTS INC,16,62
2022,CDC GROUP INC,1523,54
2022,CDI SOLUTIONS INC,19,54
2022,CDJ XPRESS OF SPRINGFIELD LLC,19,72
2022,CDK GLOBAL LLC,56,54
2022,CDKL ENERGY GROUP INC DBA IBY OUTL,8,33
2022,CDM SMITH INC,29,54
2022,CDP NORTH AMERICA INC,31,81
2022,CDR GENERAL SERVICES LLC,7,56
2022,CDR MAGUIRE INC,12,54
2022,CDS GLOBAL INC,4,54
2022,CECILIA TECH INC,14,44
2022,CEDAR CARES INC DBA CEDAR,20,52
2022,CEDAR TREE ED INC DBA LITTLE TREE,21,61
2022,CEDARS HEART CLINIC PLLC,31,62
2022,CEDARS SINAI MEDICAL CENTER,96,62
2022,CEDARVILLE UNIV,51,61
2022,CEDRUS LLC,5,54
2022,CELANDYNE SOFTWARE SOLUTIONS LLC,87,54
2022,CELANESE CORPORATION,30,32
2022,CELAVIE BIOSCIENCES LLC,1,99
2022,CELERO PARTNERS CORPORATION DBA ON TIME EDGE,7,54
2022,CELERSOFT LLC,19,54
2022,CELESDATA INC,102,54
2022,CELESTICA LLC,5,33
2022,CELESTICA PRECISION MACHINING LTD,6,51
2022,CELIGO INC,39,54
2022,CELL NUTRITION DIRECT LLC,21,44
2022,CELL SIGNALING TECHNOLOGY INC,6,99
2022,CELL-NIQUE CORP DBA HUDSON RIVER F,5,99
2022,CELLANOME INC,10,55
2022,CELLARES CORPORATION,2,23
2022,CELLARITY INC,72,54
2022,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,24,51
2022,CELLDEX THERAPEUTICS INC,419,32
2022,CELLINK CORPORATION,12,22
2022,CELLINK LLC,29,54
2022,CELNET INC,26,54
2022,CELO FOUNDATION,9,52
2022,CELONA INC,45,51
2022,CELTIC CROSS HOLDINGS INC,21,54
2022,CELTIC INTERNATIONAL LLC,28,54
2022,CEMENTWORKS LLC DBA THE BLOC,5,54
2022,CEMEX CONSTRUCTION MATERIALS PACIF,6,32
2022,CEMEX SOUTHEAST LLC,6,32
2022,CEMTICS LLC,511,54
2022,CEN-MED ENTERPRISE,21,99
2022,CENIT NORTH AMERICA INC,660,54
2022,CENPORTS COMMERCE INC,8,45
2022,CENSIS TECHNOLOGIES INC,12,51
2022,CENTAURI SPECIALTY MANAGERS  INC,54,52
2022,CENTENE COMPANY OF TEXAS LP,17,92
2022,CENTENE MANAGEMENT COMPANY LLC,98,52
2022,CENTENNIAL COUNSELING CENTER PC,53,62
2022,CENTENNIAL MEDICAL GROUP INC,38,62
2022,CENTENNIAL TECHNOLOGIES INC,10,54
2022,CENTER FOR APPLIED LINGUISTICS,22,54
2022,CENTER FOR APPLIED RATIONALITY CFAR,22,54
2022,CENTER FOR AUTISM AND RELATED DISORDERS LLC DBA CARD,4,62
2022,CENTER FOR COMPUTATIONAL SCIENCE RESEARCH INC,6,54
2022,CENTER FOR COSMETIC AND SEDATION DENTISTRY LLC,5,62
2022,CENTER FOR ENERGY AND ENVIRONMENT,9,54
2022,CENTER FOR FUTURE GLOBAL LEADERS DBA ELITE OPEN SCHOOL,9,61
2022,CENTER FOR HUMAN RIGHTS & ENVIRONMENT INCORPORATED,22,54
2022,CENTER FOR RELIABLE ENERGY SYSTEMS,5,54
2022,CENTER FOR RELIGION & PSYCHOTHERAPY OF CHICAGO,58,62
2022,CENTER FOR RURAL AFFAIRS,15,54
2022,CENTER FOR STRATEGIC & INTL STUDIES,38,54
2022,CENTERBASE INC,7,54
2022,CENTERBRIDGE PARTNERS L P,6,52
2022,CENTERLINE CITY PHARMACY LLC,33,44
2022,CENTERS LLC,3,71
2022,CENTERSTONE INSURANCE & FINANCIAL SERVICES,95,52
2022,CENTILLION SOLUTIONS LLC,9,54
2022,CENTIZEN APPS INC,32,54
2022,CENTIZEN INC,29,54
2022,CENTRA INC,97,54
2022,CENTRA MEDICAL GROUP LLC,58,62
2022,CENTRACARE CLINIC,35,62
2022,CENTRACARE CLINIC SOUTHWEST LLC,9,62
2022,CENTRACARE HEALTH SYSTEM,10,62
2022,CENTRACARE HEALTH SYTEM SAUK CENTRE,49,62
2022,CENTRAL BUSINESS SOLUTIONS INC,48,54
2022,CENTRAL CALIFORNIA FACULTY MEDICAL,10,81
2022,CENTRAL CAROLINA PRODUCTS INC,22,33
2022,CENTRAL COUNTIES HLTH CENTERS INC,344,62
2022,CENTRAL FLORIDA HOSPITALS PARTNERS PA,5,62
2022,CENTRAL FLORIDA TAX AND ACCOUNTING,4,54
2022,CENTRAL INDIANA EDUCATIONAL SERVIC,10,61
2022,CENTRAL KERN NEPHROLOGY MEDICAL GROUP,5,62
2022,CENTRAL MAINE DENTAL PC DBA ANDROS,3,62
2022,CENTRAL METHODIST UNIV,94,61
2022,CENTRAL MICHIGAN UNIV,29,61
2022,CENTRAL OHIO PRIMARY CARE PHYSICIANS INC,6,62
2022,CENTRAL OKLAHOMA AMERICAN INDIAN H,6,62
2022,CENTRAL PACIFIC BANK,13,52
2022,CENTRALSQUARE TECHNOLOGIES LLC,23,51
2022,CENTREVILLE DRUGS INC DBA EDWARDS PHARMACY,2,44
2022,CENTRIC BRANDS HOLDING LLC,53,42
2022,CENTRIC PIPE LLC,197,33
2022,CENTRIC SOFTWARE INC,85,54
2022,CENTRIHALL CHINESE CHRISTIAN EDUCATION SERVICES INC,67,81
2022,CENTRO COMMUNITY PARTNERS,12,61
2022,CENTROID SYSTEMS INC,20,54
2022,CENTROME INC,14,31
2022,CENTURA STAFFING LLC,9,56
2022,CENTURI GROUP INC,2,23
2022,CENTURY ALUMINUM COMPANY,11,33
2022,CENTURY CONVEYOR SYSTEMS INC,43,54
2022,CENTURY FURNITURE,6,44
2022,CENTURY INSURANCE COMPANY LTD,8,52
2022,CENTURY REHABILITATION OF TEXAS LL,15,62
2022,CENTURY RESTAURANTS INC,7,72
2022,CEP BIO COAT LLC,6,33
2022,CEPHAM INC,2,32
2022,CEPHEID,137,33
2022,CEPTON TECHNOLOGIES INC,22,33
2022,CEQUENCE SECURITY INC,14,51
2022,CERBERUS CAPITAL MANAGEMENT L P,30,52
2022,CEREBRA CONSULTING INC,90,54
2022,CEREBRAL GROUP LLC,5,54
2022,CEREBRAL PALSY FOUNDATION INC,45,81
2022,CEREBRAL TECHNOLOGIES INC,53,54
2022,CERES GREENHOUSE SOLUTIONS LLC,19,32
2022,CERES GROUP LLC,38,54
2022,"CERIBELL, INC.",42,33
2022,CERISE INFOTECH INC,8,54
2022,CEROTID INC,12,54
2022,CERTAIN TEED GYPSUM INC,102,32
2022,CERTAINTEDED CEILINGS CORPORATION,5,33
2022,CERTAINTEED LLC,37,32
2022,CERTARA USA INC,8,32
2022,CERTEC CONSULTING INC,65,54
2022,CERTEGO THERAPEUTICS INC,41,54
2022,CERTIDE INC,140,54
2022,CERTIFIED KERNEL TECH LLC,41,54
2022,CERTIFIED LABORATORIES LLC,3,54
2022,CERTITUDE BUSINESS SOLUTIONS LLC,16,54
2022,CERVELLO INC,23,54
2022,CES GLOBAL LLC,9,54
2022,CES LIMITED LLC,13,54
2022,CES USA INC,12,54
2022,CESARANO & KHAN CPAS P C,30,54
2022,CESIUM GS INC,5,54
2022,CESNA GROUP INC,4,56
2022,CESTA INC,22,54
2022,CETECOM INC,8,54
2022,CETRARUDDY ARCHITECTURE DPC,176,54
2022,CEVA ANIMAL HEALTH LLC,14,32
2022,CEVIANS LLC,7,33
2022,CF INDUSTRIES EMPLOYEE SERVICES,26,32
2022,CFA INSTITUTE,604,81
2022,CFX INCORPORATED,3,54
2022,CG42 LLC,8,54
2022,CGH MEDICAL CENTER,12,62
2022,CGI INVESTMENT MANAGEMENT LLC,20,53
2022,CGINFOSYS INC,13,54
2022,CGS ADMINISTRATORS LLC,7,52
2022,CGU CO LLP DBA CG UHLENBERG LLP,59,54
2022,CGUCPA LLP DBA C G UHLENBERG LLP,8,54
2022,CH EMPLOYMENT SERVICES LLC,2,53
2022,CH REYNOLDS ELECTRIC INC,18,23
2022,CH2M HILL ENGINEERS INC,4,54
2022,CH2M HILL INC,11,23
2022,CHAIN SYS CORPORATION,13,54
2022,CHAKMAS INC,171,54
2022,CHAKRABARTI MGT COUNSULTANY INC,3,54
